nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown,yr,ghat,hhat
3000,-14000,1900,49,89100,4,18,1,1,1,0,0,0,1,-14000,32514.68381573574,.6102019195347892
0,0,4200,42,13440,4,14,0,0,0,0,0,0,0,0,-2526.695744489722,.1076559110580396
0,0,4200,42,13440,4,14,0,0,0,0,0,0,0,0,-2526.695744489722,.1076559110580396
0,0,18340,42,14673,6,6,0,1,1,0,0,0,1,0,-3174.673574277072,.1556434562221546
1000,13200,23666,27,15600,1,12,1,0,0,1,1,0,1,7303.801578837876,-607.6446382971834,.4506478483615532
3698,45010,45010,38,60228,5,12,0,1,1,1,1,0,1,39113.80157883788,5009.068440902368,.516372267034531
300,300,23103,42,36468,5,15,1,0,0,0,0,0,1,300,2131.625399389903,.6030608664562874
268,-1062,41938,29,59652,3,16,0,1,1,0,0,1,1,-1062,28211.97394153009,.5103550032500588
268,-1062,41938,29,59652,3,16,0,1,1,0,0,1,1,-1062,28211.97394153009,.5103550032500588
268,-1062,41938,29,59652,3,16,0,1,1,0,0,1,1,-1062,28211.97394153009,.5103550032500588
0,900,31400,39,9600,3,10,1,0,0,1,1,0,1,-4996.198421162124,-381.3100818448884,.3687473907619938
98999,109399,331899,35,99480,3,18,1,1,1,1,0,1,1,103502.8015788379,57751.73386693493,.7138703928494178
200,-2088,-2088,61,6132,2,11,0,0,0,0,0,0,0,-2088,5248.216169578907,-.059026353966092
200,-2088,-2088,61,6132,2,11,0,0,0,0,0,0,0,-2088,5248.216169578907,-.059026353966092
4999,2999,67999,41,18660,5,6,0,1,0,0,0,0,1,2999,-1147.288019720409,.1756066414591498
1850,1690,6265,35,22140,3,12,0,0,0,0,0,0,0,1690,-1658.45730518255,.2045577919367312
0,0,0,40,12150,1,12,0,0,0,0,0,0,0,0,-1256.839966831684,.1080232168580578
1000,43000,53500,38,11604,4,5,0,1,1,1,1,0,1,37103.80157883788,-2906.209030999345,.1326590987984457
900,19850,78850,25,37953,4,12,0,1,1,1,1,0,1,13953.80157883788,-3237.940314842824,.3312383373012004
3300,1850,6075,37,14130,1,18,0,0,0,0,0,0,0,1850,-456.7764716098555,.0936811259626912
17300,16900,19400,42,36120,1,18,1,0,0,1,0,0,0,11003.80157883788,2110.204267451556,.5309975647405595
4000,6900,124900,37,69009,4,16,1,1,1,0,0,1,1,6900,40769.25370649349,.8003057761470472
4000,6900,124900,37,69009,4,16,1,1,1,0,0,1,1,6900,40769.25370649349,.8003057761470472
4000,6900,124900,37,69009,4,16,1,1,1,0,0,1,1,6900,40769.25370649349,.8003057761470472
50000,74800,164450,41,90261,4,12,0,1,0,1,1,1,1,68903.80157883788,80617.36797780934,.5813371767915471
50000,74800,164450,41,90261,4,12,0,1,0,1,1,1,1,68903.80157883788,80617.36797780934,.5813371767915471
127,-1136,19734,49,21030,6,6,0,1,0,0,0,0,1,-1136,96.96973848089186,.1869451759501255
1350,1350,13350,34,42906,4,12,0,1,1,1,0,0,1,-4546.198421162124,-2424.801603082467,.4710684347312621
100,-5950,8050,45,22812,5,12,0,1,0,0,0,0,0,-5950,-1718.973924462183,.2048491669154073
37749,102349,162349,55,93756,2,16,0,1,1,1,1,0,1,96452.80157883788,54092.96341522655,.5754699881194241
31000,32000,32000,45,80550,3,13,1,1,1,0,0,1,0,32000,46581.73923459167,.6741210027794398
31000,32000,32000,45,80550,3,13,1,1,1,0,0,1,0,32000,46581.73923459167,.6741210027794398
11234,11234,37234,54,8580,1,10,0,0,0,0,0,0,1,11234,3794.677920019538,.0558736288641953
210,210,710,49,10674,1,15,0,0,0,0,0,0,0,210,424.0665523142527,.1058781185606269
6000,-4000,-4000,57,92160,2,12,0,1,1,0,0,0,0,-4000,18674.52150439646,.358357458245592
0,0,0,37,28902,2,12,0,0,0,0,0,0,0,0,463.0383414330069,.2772310224777162
1800,1800,2300,32,19224,1,14,1,0,0,0,0,0,0,1800,-2488.599286919046,.4631647800668905
3000,3000,20096,38,6966,3,14,1,0,0,0,0,0,1,3000,263.6276168667479,.256229934372647
1200,-4100,7900,34,37428,4,10,0,1,1,0,0,0,0,-4100,-5137.851651987318,.3152178961595976
1499,199,19199,42,32130,4,17,1,1,1,0,0,0,1,199,1176.07968230777,.5237700200186984
1499,199,19199,42,32130,4,17,1,1,1,0,0,0,1,199,1176.07968230777,.5237700200186984
2999,2999,21999,53,54486,2,12,0,1,1,1,0,0,1,-2897.198421162124,20194.94783243523,.4859532565991478
32300,35900,36400,33,39351,1,18,0,0,0,0,0,1,0,35900,22473.00022166123,.38485228333118
2000,0,12000,26,37476,2,13,1,1,1,0,0,0,0,0,-3595.818517446023,.5426312815593202
0,0,0,31,7962,2,12,0,0,0,0,0,0,0,0,-2148.901854914851,.0274592198444394
5000,5000,25000,34,37533,2,11,0,1,1,0,0,0,1,5000,-1817.186600552912,.4039565890712249
4,-2996,15657,33,11376,3,12,0,0,0,0,0,0,1,-2996,-669.5645446438543,.1153808488261366
4599,13139,21139,42,32142,5,14,0,1,1,0,0,1,1,13139,21800.01779294374,.3422753017141268
547500,551100,566100,45,76938,4,17,0,1,1,0,0,1,1,551100,110922.2751628229,.5914785928590244
99847,129011,387011,44,56802,4,16,0,1,1,1,1,1,1,123114.8015788379,41120.4507711085,.4420125415602551
0,-570,3430,38,17781,4,13,0,1,0,0,0,0,1,-570,-317.6079135083413,.2104570293604229
599,15599,16099,61,19278,1,8,1,0,0,0,0,1,0,15599,32899.63490135217,.2174853428308596
599,15599,16099,61,19278,1,8,1,0,0,0,0,1,0,15599,32899.63490135217,.2174853428308596
12000,13900,53900,28,60090,4,12,0,1,0,1,1,0,1,8003.801578837876,18346.17431964211,.4599305827116149
12000,13900,53900,28,60090,4,12,0,1,0,1,1,0,1,8003.801578837876,18346.17431964211,.4599305827116149
900,-11100,110900,40,59685,3,14,0,1,1,0,0,0,1,-11100,6192.108840438545,.5124737476458423
300,-10100,-8600,35,17400,1,16,1,0,0,0,0,0,0,-10100,-1596.537398835879,.4667824517698603
12047,17047,19997,55,20898,1,14,1,0,0,1,1,0,0,11150.80157883788,1838.135832673484,.4726906750814587
1750,9514,19514,29,36666,3,14,0,1,1,0,0,1,0,9514,12159.04196222617,.3315359480703959
35600,33300,45780,35,41574,2,18,0,1,1,1,1,1,0,27403.80157883788,16859.83652870922,.4113477635830073
14299,15799,66799,32,75045,4,18,0,1,1,1,1,0,1,9902.801578837876,9544.128999747109,.5277977856644139
14299,15799,66799,32,75045,4,18,0,1,1,1,1,0,1,9902.801578837876,9544.128999747109,.5277977856644139
0,-2158,-2158,38,17928,3,12,0,1,1,1,1,0,1,-8054.198421162124,-1762.901254130496,.208896575230603
22000,50000,160000,59,49245,4,15,0,1,0,1,0,0,1,44103.80157883788,29963.82687482695,.4373083487676549
0,0,0,27,18156,4,12,0,1,1,0,0,0,0,0,-5379.368981945157,.1661396446956578
0,0,0,27,18156,4,12,0,1,1,0,0,0,0,0,-5379.368981945157,.1661396446956578
349,29,8029,30,17505,3,11,0,1,1,1,1,0,1,-5867.198421162124,-3389.369895826913,.1475650901013276
0,-4100,3700,26,28080,4,14,0,1,1,0,0,0,1,-4100,-3464.677550023886,.2752443101452211
49999,92446,292446,53,62400,3,12,0,1,0,1,1,1,1,86549.80157883788,80490.62829259424,.5758683280788732
540,-2160,25090,35,23073,3,12,0,0,0,0,0,1,1,-2160,14866.71430135921,.250493011654678
0,0,0,34,4815,1,12,0,0,0,0,0,0,0,0,-2148.901854914851,.0567250441477827
13000,26000,128000,36,77010,4,16,0,1,1,0,0,1,1,26000,47299.23832760456,.6105922450534255
0,0,18000,51,22500,1,9,0,0,0,1,0,0,1,-5896.198421162124,2732.874125237731,.190605855520528
0,0,18000,51,22500,1,9,0,0,0,1,0,0,1,-5896.198421162124,2732.874125237731,.190605855520528
25274,26874,114474,32,112500,2,14,0,1,1,1,1,1,1,20977.80157883788,95454.52499519954,.6128693289553059
25274,26874,114474,32,112500,2,14,0,1,1,1,1,1,1,20977.80157883788,95454.52499519954,.6128693289553059
51600,73000,213000,48,66450,2,12,1,1,1,0,0,1,1,73000,56167.37150001904,.7784512815232222
51600,73000,213000,48,66450,2,12,1,1,1,0,0,1,1,73000,56167.37150001904,.7784512815232222
0,0,12500,33,6375,1,12,0,0,0,0,0,0,1,0,-267.9472062929873,.0544482935152309
14300,18900,33900,32,49542,3,14,0,1,1,1,1,0,1,13003.80157883788,1301.981833203128,.4816799817148114
700,4668,23668,30,54015,3,13,0,1,0,1,1,0,1,-1228.198421162124,18097.58840543731,.4489027809851948
3899,3899,3899,34,19713,3,12,0,1,0,0,0,0,0,3899,-2550.519193265717,.1855728043102241
3899,3899,3899,34,19713,3,12,0,1,0,0,0,0,0,3899,-2550.519193265717,.1855728043102241
3899,3899,3899,34,19713,3,12,0,1,0,0,0,0,0,3899,-2550.519193265717,.1855728043102241
5,5,6994,31,28356,5,12,0,1,1,0,0,0,0,5,-5600.01705981119,.2429602210698642
5,5,6994,31,28356,5,12,0,1,1,0,0,0,0,5,-5600.01705981119,.2429602210698642
75,-2050,-2050,26,26430,2,14,0,1,1,0,0,0,0,-2050,-3515.183289912257,.2254062974448383
75,-2050,-2050,26,26430,2,14,0,1,1,0,0,0,0,-2050,-3515.183289912257,.2254062974448383
0,-1400,23600,37,24231,4,13,0,1,1,0,0,0,1,-1400,-2408.934296308963,.2868894130994221
360,-6290,31857,36,17100,5,13,0,1,0,1,0,0,1,-12186.19842116212,-555.0448440808839,.214397666901209
919,2119,276119,42,31596,4,12,0,1,0,1,1,0,1,-3777.198421162124,507.5554950101518,.3518746351992036
4300,1600,23100,32,12885,2,12,0,1,0,0,0,0,1,1600,-267.9472062929873,.1045922568724656
500,500,500,34,12168,1,12,0,0,0,0,0,0,0,500,-2148.901854914851,.1207399527342822
0,-300,-300,61,17430,4,12,0,0,0,0,0,0,0,-300,4907.92525978393,.0841478278824202
1050,-950,10646,32,16848,1,12,0,0,0,1,1,0,0,-6846.198421162124,-2148.901854914851,.1687131775132792
1200,4200,188800,36,20160,5,12,1,0,0,1,1,0,1,-1696.198421162124,-894.7422760850798,.4988445941395536
1200,4200,188800,36,20160,5,12,1,0,0,1,1,0,1,-1696.198421162124,-894.7422760850798,.4988445941395536
1200,4200,188800,36,20160,5,12,1,0,0,1,1,0,1,-1696.198421162124,-894.7422760850798,.4988445941395536
0,0,500,30,16800,1,12,0,0,0,0,0,0,0,0,-2148.901854914851,.1652479075576632
0,0,500,30,16800,1,12,0,0,0,0,0,0,0,0,-2148.901854914851,.1652479075576632
0,0,500,30,16800,1,12,0,0,0,0,0,0,0,0,-2148.901854914851,.1652479075576632
1266,-1804,7196,27,23400,3,5,0,1,1,0,0,0,0,-1804,-4862.638107934932,.3047734113890935
500,500,1000,37,29430,1,12,0,0,0,0,0,0,0,500,463.0383414330069,.309045143267852
500,500,1000,37,29430,1,12,0,0,0,0,0,0,0,500,463.0383414330069,.309045143267852
500,500,1000,37,29430,1,12,0,0,0,0,0,0,0,500,463.0383414330069,.309045143267852
2000,14000,214000,45,48663,4,12,0,1,1,1,1,0,1,8103.801578837876,6134.015658335303,.4924469764980784
300,0,2375,30,15966,1,12,1,0,0,0,0,0,0,0,-2488.599286919046,.4553190810446879
22356,21356,29756,30,37161,2,12,0,1,1,0,0,0,1,21356,-1410.913029299179,.3864035469958131
22356,21356,29756,30,37161,2,12,0,1,1,0,0,0,1,21356,-1410.913029299179,.3864035469958131
7999,25999,41499,53,30765,1,18,0,0,0,1,1,0,1,20102.80157883788,15768.12812387601,.2810239449920171
23000,80000,104775,43,54330,2,14,1,0,0,1,1,1,1,74103.80157883788,52809.18617490074,.6937016373913567
300,1300,1300,37,6168,5,12,0,0,0,1,1,0,1,-4596.198421162124,-555.0448440808839,.0691928039449211
3700,3700,63942,26,10404,1,9,0,0,0,0,0,0,1,3700,-674.2207775467195,.0664880878753057
40500,52900,160900,41,69693,4,16,0,1,1,0,0,1,1,52900,42362.86333679549,.6618752409411238
200,-2800,-2300,34,12960,4,12,0,0,0,1,0,0,0,-8696.198421162124,-3418.757632572891,.1146789144263241
200,-2800,-2300,34,12960,4,12,0,0,0,1,0,0,0,-8696.198421162124,-3418.757632572891,.1146789144263241
1900,28900,78900,35,52572,2,16,0,1,1,1,1,1,1,23003.80157883788,29555.12586080141,.4965288828952866
1900,28900,78900,35,52572,2,16,0,1,1,1,1,1,1,23003.80157883788,29555.12586080141,.4965288828952866
0,-1000,-325,29,14580,3,12,0,0,0,0,0,0,0,-1000,-2550.519193265717,.1196936028637281
0,-1000,-325,29,14580,3,12,0,0,0,0,0,0,0,-1000,-2550.519193265717,.1196936028637281
1500,2500,22275,51,30144,2,12,0,0,0,1,1,0,1,-3396.198421162124,7279.774966429481,.324022439872519
1500,2500,22275,51,30144,2,12,0,0,0,1,1,0,1,-3396.198421162124,7279.774966429481,.324022439872519
100,100,3750,25,14790,1,12,0,0,0,0,0,0,1,100,-267.9472062929873,.1216219642575175
85,85,1585,44,969,2,18,0,0,0,0,0,0,0,85,-456.7764716098555,-.0077652955106651
1700,-520,17480,31,25080,4,14,0,1,1,1,1,0,1,-6416.198421162124,-3677.567055261363,.2560143280264945
44656,46987,196987,64,60060,2,12,0,1,0,1,1,0,1,41090.80157883788,82789.1417744283,.4119964899141152
0,-1500,-375,39,13104,1,12,1,0,0,0,0,0,1,-1500,612.5504321455029,.4506837238053666
0,-1500,-375,39,13104,1,12,1,0,0,0,0,0,1,-1500,612.5504321455029,.4506837238053666
200,200,85200,60,24432,2,15,0,1,1,0,0,0,1,200,4673.333059021604,.2234712951832964
3499,43432,43432,47,34236,5,12,1,1,1,1,1,1,0,37535.80157883788,24975.5032625513,.5751090049137539
5648,3038,21038,30,47001,2,16,0,1,1,1,1,1,1,-2858.198421162124,18640.26087878254,.4352982191211644
5648,3038,21038,30,47001,2,16,0,1,1,1,1,1,1,-2858.198421162124,18640.26087878254,.4352982191211644
37500,35000,95000,43,38490,3,12,1,1,1,0,0,0,1,35000,-1464.533730512809,.658117023727088
37500,35000,95000,43,38490,3,12,1,1,1,0,0,0,1,35000,-1464.533730512809,.658117023727088
2400,0,1500,30,20310,1,16,0,0,0,0,0,0,0,0,-2148.901854914851,.1638633732414281
1891,-4609,-2872,27,39003,2,15,1,1,1,0,0,0,0,-4609,-3575.448963663279,.5346941310367479
299,165,81165,28,23586,4,12,0,1,1,0,0,0,1,165,-3629.129366751649,.251173761925631
11494,21844,82844,36,50025,4,16,0,1,0,1,1,0,1,15947.80157883788,15259.05003700617,.5123470511204401
38548,33748,305848,37,47703,4,12,0,1,1,1,0,0,1,27851.80157883788,-486.4625266491495,.4465286484146273
1000,-5600,4900,26,44094,2,16,1,1,1,1,1,0,1,-11496.19842116212,-1476.401968176631,.6427192244848327
1996,-5004,278496,49,36933,4,16,0,1,0,0,0,0,1,-5004,9142.832599238047,.4117500227131465
13030,25130,85130,35,49920,2,12,1,1,1,1,0,1,1,19233.80157883788,22467.40158088159,.7306696388259933
13030,25130,85130,35,49920,2,12,1,1,1,1,0,1,1,19233.80157883788,22467.40158088159,.7306696388259933
2015,2015,23015,28,29283,4,12,0,1,1,0,0,0,1,2015,-3517.372073095998,.2842140565918103
3000,15050,186050,56,15882,2,3,1,1,1,1,1,0,1,9153.801578837876,-2170.151526755673,.3788129201241779
0,10000,10000,43,15300,1,11,0,0,0,1,1,0,0,4103.801578837876,-1477.143298436577,.1446310502480673
1999,50499,123499,53,78801,2,12,1,1,1,1,1,0,1,44602.80157883788,40753.53627515717,.7099672274577101
1999,50499,123499,53,78801,2,12,1,1,1,1,1,0,1,44602.80157883788,40753.53627515717,.7099672274577101
1999,50499,123499,53,78801,2,12,1,1,1,1,1,0,1,44602.80157883788,40753.53627515717,.7099672274577101
200,-1000,63000,52,28191,3,11,1,1,0,0,0,0,1,-1000,4821.943410857399,.4362599343092743
200,-1000,63000,52,28191,3,11,1,1,0,0,0,0,1,-1000,4821.943410857399,.4362599343092743
40748,6548,70548,51,45003,4,12,0,1,1,0,0,0,1,6548,8460.142048441123,.4673733488915726
1300,-9700,96800,34,26985,2,13,1,0,0,0,0,0,1,-9700,1112.233669967506,.5401903577043409
1300,-9700,96800,34,26985,2,13,1,0,0,0,0,0,1,-9700,1112.233669967506,.5401903577043409
13,5513,5513,33,29325,4,12,0,1,1,1,1,0,1,-383.1984211621239,-3517.372073095998,.3227958029091029
8999,5999,217249,61,50919,3,18,1,1,1,0,0,0,1,5999,25127.27543060775,.4708267008368188
100,4100,55100,49,13200,4,10,0,1,0,0,0,1,1,4100,25510.45145445239,.1291523796175868
100,4100,55100,49,13200,4,10,0,1,0,0,0,1,1,4100,25510.45145445239,.1291523796175868
100,4100,55100,49,13200,4,10,0,1,0,0,0,1,1,4100,25510.45145445239,.1291523796175868
420,-1580,920,41,14679,1,16,1,0,0,1,0,0,0,-7476.198421162124,-1596.537398835879,.436212915064354
53000,77000,132000,46,59769,4,16,1,1,1,1,0,1,1,71103.80157883788,47942.3497572686,.6962063908730854
5100,3100,3100,32,15009,4,16,0,1,0,0,0,0,0,3100,-3418.757632572891,.1128777008382614
5100,3100,3100,32,15009,4,16,0,1,0,0,0,0,0,3100,-3418.757632572891,.1128777008382614
100,-1900,2100,26,19251,2,16,0,1,1,0,0,0,0,-1900,-4426.687042364963,.1575956266410346
599,-4401,32124,40,43536,3,17,1,0,0,1,0,0,0,-10297.19842116212,5578.407254944033,.5955749843938615
599,-4401,32124,40,43536,3,17,1,0,0,1,0,0,0,-10297.19842116212,5578.407254944033,.5955749843938615
599,-4401,32124,40,43536,3,17,1,0,0,1,0,0,0,-10297.19842116212,5578.407254944033,.5955749843938615
0,-3000,19000,43,18168,7,9,0,1,1,1,0,0,1,-8896.198421162124,-3174.673574277072,.2045905312924178
0,-3000,19000,43,18168,7,9,0,1,1,1,0,0,1,-8896.198421162124,-3174.673574277072,.2045905312924178
2336,2136,3667,26,22182,8,11,0,1,1,0,0,0,0,2136,-5682.167252441983,.1456439476747319
2336,2136,3667,26,22182,8,11,0,1,1,0,0,0,0,2136,-5682.167252441983,.1456439476747319
20,-330,-330,35,20787,3,12,0,1,1,0,0,0,0,-330,-3936.242492632661,.2045577919367312
500,3000,30500,44,33060,3,12,1,0,0,1,1,0,1,-2896.198421162124,1871.052340511669,.5938491942187919
4500,54860,65860,40,65346,6,16,0,1,1,1,1,1,1,48963.80157883788,40774.14038037822,.5469730767895035
3000,-25,7571,26,18594,3,12,0,0,0,1,0,0,0,-5921.198421162124,-2550.519193265717,.1661396446956578
3000,-25,7571,26,18594,3,12,0,0,0,1,0,0,0,-5921.198421162124,-2550.519193265717,.1661396446956578
300,-6900,168600,41,19170,1,16,1,0,0,0,0,0,1,-6900,3932.393055574439,.4376417692890298
6800,4200,37866,41,48336,2,17,1,0,0,0,0,0,1,4200,15020.88732107487,.6278678816350244
5200,10200,10200,36,33960,13,4,0,1,0,1,1,0,0,4303.801578837876,-1081.346195505492,.421856842450621
499,499,499,40,18030,3,12,0,0,0,0,0,0,0,499,-1658.45730518255,.1829444183956592
21299,13409,103409,35,35283,5,12,0,1,0,0,0,0,1,13409,2418.628308321986,.4005762239526187
2899,699,39199,42,64176,4,12,0,1,1,0,0,0,1,699,7111.899498828379,.6066300648497208
2899,699,39199,42,64176,4,12,0,1,1,0,0,0,1,699,7111.899498828379,.6066300648497208
380,-120,2680,26,15450,3,12,0,0,0,0,0,0,1,-120,-669.5645446438543,.1352481118006549
380,-120,2680,26,15450,3,12,0,0,0,0,0,0,1,-120,-669.5645446438543,.1352481118006549
0,0,0,44,3825,1,12,0,0,0,0,0,0,0,0,-1256.839966831684,.0838142894986111
2999,-6001,72999,45,58578,2,13,0,1,1,0,0,1,1,-6001,47199.70009442872,.5167132072015922
1707,1407,26407,51,76263,6,12,1,1,1,1,0,0,1,-4489.198421162124,25188.20910709188,.6395192614587887
1707,1407,26407,51,76263,6,12,1,1,1,1,0,0,1,-4489.198421162124,25188.20910709188,.6395192614587887
6500,5000,193000,41,54852,5,12,1,1,1,0,0,0,1,5000,3210.702310723998,.6696441350417187
6500,5000,193000,41,54852,5,12,1,1,1,0,0,0,1,5000,3210.702310723998,.6696441350417187
0,0,500,54,10800,1,12,0,0,0,0,0,0,0,0,2177.83326467768,.1058781185606269
35000,35000,43225,48,41250,1,16,1,0,0,0,0,0,0,35000,5386.350837870697,.5822834996871346
35000,35000,43225,48,41250,1,16,1,0,0,0,0,0,0,35000,5386.350837870697,.5822834996871346
500,-545,69455,56,32436,2,8,0,1,0,0,0,0,1,-545,11652.39647949456,.2846950232308554
3200,-700,3275,36,23595,2,13,1,0,0,0,0,0,0,-700,-1328.847570655339,.5230015633443039
3200,-700,3275,36,23595,2,13,1,0,0,0,0,0,0,-700,-1328.847570655339,.5230015633443039
1015,-2985,56515,42,33903,3,18,0,0,0,1,0,0,1,-8881.198421162124,21479.45905651049,.3325224674197579
1015,-2985,56515,42,33903,3,18,0,0,0,1,0,0,1,-8881.198421162124,21479.45905651049,.3325224674197579
0,-6159,-6159,25,630,2,15,0,0,0,0,0,0,0,-6159,-2148.901854914851,.0294017028565372
500,-541,-541,26,13275,3,13,0,1,1,1,1,0,0,-6437.198421162124,-4828.304380715832,.0838528201386991
500,-541,-541,26,13275,3,13,0,1,1,1,1,0,0,-6437.198421162124,-4828.304380715832,.0838528201386991
25150,27343,214593,33,64878,1,16,0,0,0,1,1,0,1,21446.80157883788,20292.29484791644,.5855637060896505
25150,27343,214593,33,64878,1,16,0,0,0,1,1,0,1,21446.80157883788,20292.29484791644,.5855637060896505
5000,5300,40300,38,38400,4,18,0,1,0,1,1,0,1,-596.1984211621239,8492.565622412783,.4209053111538449
5481,10981,75981,43,13179,4,12,0,1,0,0,0,1,1,10981,20282.98598243763,.1940016405581553
1690,11290,61290,39,50145,6,16,0,1,0,1,1,0,1,5393.801578837876,14912.73964627588,.5024439078202588
1690,11290,61290,39,50145,6,16,0,1,0,1,1,0,1,5393.801578837876,14912.73964627588,.5024439078202588
1690,11290,61290,39,50145,6,16,0,1,0,1,1,0,1,5393.801578837876,14912.73964627588,.5024439078202588
1164,-5186,12814,49,47748,3,14,0,1,1,0,0,0,1,-5186,7379.032472348584,.4452110261732235
0,56800,297700,44,28125,4,11,0,1,0,1,1,1,1,50903.80157883788,23704.13802893177,.3211443582090195
10560,10560,12893,36,21021,1,11,0,0,0,0,0,0,0,10560,-1477.143298436577,.1564859776754549
16000,54000,69888,42,46659,1,17,0,0,0,1,1,1,1,48103.80157883788,44820.88684235125,.4614093370398946
0,-16200,-16200,26,7440,4,13,0,1,0,0,0,0,0,-16200,-3418.757632572891,.038218977687876
0,-16200,-16200,26,7440,4,13,0,1,0,0,0,0,0,-16200,-3418.757632572891,.038218977687876
20199,18899,19787,35,21702,2,15,1,0,0,0,0,0,0,18899,-1596.537398835879,.4795703761519858
26000,28000,202600,53,108258,3,16,0,1,1,0,0,1,1,28000,98450.17734376859,.6065698739433728
20,-30480,-30480,51,9435,3,16,1,0,0,1,0,0,0,-36376.19842116212,578.0831539694068,.4118384329989693
20,-30480,-30480,51,9435,3,16,1,0,0,1,0,0,0,-36376.19842116212,578.0831539694068,.4118384329989693
9200,11400,185400,44,59664,5,14,0,1,1,0,0,1,1,11400,37615.86574017914,.5347116141745076
13700,13450,82250,44,59235,4,12,0,1,1,1,0,1,1,7553.801578837876,37800.60814767957,.5458714017894043
3400,-37504,-37504,27,17364,2,12,0,1,1,1,1,0,0,-43400.19842116212,-4426.687042364963,.1609240231761647
5,5,1505,45,13911,2,10,0,0,0,0,0,0,0,5,-635.353002265087,.1023146141522806
7600,9388,30388,26,39582,2,13,0,1,1,1,1,0,1,3491.801578837876,-1390.543475516436,.4099626526195325
7600,9388,30388,26,39582,2,13,0,1,1,1,1,0,1,3491.801578837876,-1390.543475516436,.4099626526195325
8497,8377,45377,29,47838,2,14,0,1,1,0,0,0,1,8377,193.4337653066629,.4091937609983534
6875,934,6419,41,44247,5,16,0,1,1,0,0,0,1,934,1877.799160216614,.4577065596095914
50,-2350,-1850,25,13377,1,12,0,0,0,0,0,0,0,-2350,-2148.901854914851,.0820929576263
50,-2350,-1850,25,13377,1,12,0,0,0,0,0,0,0,-2350,-2148.901854914851,.0820929576263
2099,1699,1699,31,13320,4,12,0,1,0,0,0,0,1,1699,-1537.802983951028,.1011269869168496
2099,1699,1699,31,13320,4,12,0,1,0,0,0,0,1,1699,-1537.802983951028,.1011269869168496
49,49,49,25,11733,2,12,0,1,0,0,0,0,0,49,-2148.901854914851,.0777690732448015
75,-1025,2575,39,37431,4,12,0,1,1,1,0,0,0,-6921.198421162124,-4211.456036685046,.351260077922298
21000,51000,235000,63,22422,2,13,1,1,0,0,0,1,1,51000,35462.0406536902,.3033251163536436
200,-1800,31200,33,49428,4,16,0,1,1,0,0,0,1,-1800,-202.9214081768656,.4908538695289723
200,-1800,31200,33,49428,4,16,0,1,1,0,0,0,1,-1800,-202.9214081768656,.4908538695289723
200,-1800,31200,33,49428,4,16,0,1,1,0,0,0,1,-1800,-202.9214081768656,.4908538695289723
257,-6943,-6943,34,22779,3,15,0,1,0,1,1,0,0,-12839.19842116212,-2550.519193265717,.2197082812763821
0,-150,74850,33,13326,5,10,0,1,1,0,0,0,1,-150,-4177.871427628781,.0904028238038482
1225,10475,36850,30,42780,1,18,1,0,0,1,1,0,1,4578.801578837876,18491.54609840296,.6230179440682175
1225,10475,36850,30,42780,1,18,1,0,0,1,1,0,1,4578.801578837876,18491.54609840296,.6230179440682175
1900,1500,56600,31,44868,4,12,0,1,1,0,0,0,0,1500,-4270.009659225115,.2729029732249756
1900,1500,56600,31,44868,4,12,0,1,1,0,0,0,0,1500,-4270.009659225115,.2729029732249756
0,-5770,76230,30,29820,4,12,0,1,0,0,0,0,1,-5770,-712.6395754325355,.3044542043950821
9999,9999,113249,54,21450,3,12,1,0,0,1,0,0,1,4102.801578837876,3110.209130736378,.4393525794145726
0,0,7000,28,16320,1,11,0,0,0,0,0,0,1,0,-674.2207775467195,.1199287025072661
11000,24100,109400,40,24660,2,17,0,0,0,0,0,1,1,24100,29267.7638171184,.2722617852436965
1038,-2462,-2462,28,48558,4,12,1,1,1,0,0,0,0,-2462,-3737.28957524901,.52870078600032
1725,41725,42645,37,83868,3,13,1,1,1,1,1,0,1,35828.80157883788,29126.66458232937,.7275482618984155
700,-500,-500,53,21000,3,12,0,1,1,0,0,0,1,-500,1023.391676506522,.2116079987102041
0,-3000,4884,42,13203,1,13,0,0,0,0,0,0,1,-3000,952.2478641496987,.1503440196275561
610,2510,31510,37,38340,5,13,0,1,0,0,0,1,1,2510,31264.05280230458,.4715092247610108
400,571,571,31,28359,3,13,1,1,1,1,1,0,0,-5325.198421162124,-4809.368615351317,.4902493779060058
37100,36950,73000,37,14400,2,16,0,0,0,0,0,0,1,36950,4272.090487578635,.143588945323664
37100,36950,73000,37,14400,2,16,0,0,0,0,0,0,1,36950,4272.090487578635,.143588945323664
120,-180,320,28,28572,1,12,0,0,0,0,0,0,0,-180,-429.0235466501618,.2506798217862872
120,-180,320,28,28572,1,12,0,0,0,0,0,0,0,-180,-429.0235466501618,.2506798217862872
68362,108221,143221,42,9408,6,12,0,1,0,1,1,1,1,102324.8015788379,20602.15669557239,.1709784193630641
3000,2840,16840,53,13500,2,10,0,1,0,0,0,0,1,2840,3794.677920019538,.1657896124786538
30000,29700,93700,45,17400,3,10,0,1,0,0,0,0,1,29700,1003.546100759388,.1745843281183527
36500,46200,200700,33,80724,1,16,1,0,0,1,0,1,1,40303.80157883788,61191.63703219335,.7408877771931219
400,-2600,15900,41,48615,4,15,1,0,0,0,0,0,1,-2600,10573.30477558296,.648030921159767
